"sale_price","sale_date","address","beds","full_baths","half_baths","sqft","acres","lat","long"
NA,2024-06-05,"2008 SHADFORD RD, Ann Arbor, MI 48104",6,1,1,2369,0.194,42.261865530578,-83.722252083917
780000,2024-06-05,"3209 BRACKLEY DR, ANN ARBOR, MI 48105",3,2,1,2455,NA,42.319434961369,-83.71016216225
532000,2024-06-05,"2907 PHILADELPHIA, ANN ARBOR, MI 48103",4,2,1,2099,0.124,42.274538268398,-83.786340052133
398000,2024-06-05,"510 GALEN CIR, Ann Arbor, MI 48103",2,1,1,1644,NA,42.24784554833,-83.755541334233
NA,2024-06-05,"1034 HASPER DR, ANN ARBOR, MI 48103",3,1,1,1074,0.152,42.291050948474,-83.778523816248
550000,2024-06-05,"2820 KIMBERLEY RD, Ann Arbor, MI 48104",4,1,2,1764,0.193,42.247810009786,-83.716538290997
463000,2024-06-05,"2535 W TOWNE ST, ANN ARBOR, MI 48103",3,3,1,1869,NA,42.273973036337,-83.78160330452
NA,2024-06-04,"2631 VALLEY DR, ANN ARBOR, MI 48103",2,1,0,925,0.207,42.285710963144,-83.784080082659
NA,2024-06-04,"717 JOHN A WOODS DR, ANN ARBOR, MI 48105",2,1,0,912,0.309,42.296864431442,-83.736891244748
404000,2024-06-04,"1700 NORTHBROOK DR, Ann Arbor, MI 48103",2,1,1,988,0.165,42.250209579743,-83.76148619852
NA,2024-06-04,"2240 MILLER AVE, ANN ARBOR, MI 48103",3,1,1,1394,0.236,42.293766911839,-83.77802461943
100,2024-06-04,"1854 LINDSAY LA, Ann Arbor, MI 48104",2,1,1,1402,NA,42.260743706827,-83.692851317248
NA,2024-06-04,"2900 BROCKMAN BLV, Ann Arbor, MI 48104",3,1,1,1849,0.279,42.258564834741,-83.723243798153
NA,2024-06-04,"2150 PAULINE BLV 302, Ann Arbor, MI 48103",1,1,0,927,NA,42.26663203637,-83.776709040527
449500,2024-06-04,"520 W MADISON ST, Ann Arbor, MI 48103",2,1,0,1145,0.1,42.274052805381,-83.7538056162
NA,2024-06-04,"325 E SUMMIT ST #402, ANN ARBOR, MI 48104",3,3,0,1750,0.202,42.287468191505,-83.744414296831
NA,2024-06-03,"717 JOHN A WOODS DR, ANN ARBOR, MI 48105",2,1,0,912,0.309,42.296864431442,-83.736891244748
NA,2024-06-03,"612 MINER ST, ANN ARBOR, MI 48103",4,1,0,1482,0.084,42.286392710502,-83.75558279939
824750,2024-06-03,"2127 CAMELOT RD, Ann Arbor, MI 48104",3,2,0,1968,0.202,42.253941157046,-83.716581593251
1,2024-06-03,"2464 DORCHESTER RD, Ann Arbor, MI 48104",4,2,1,1305,0.169,42.252404624038,-83.711911624518
NA,2024-06-02,"303 RIVERVIEW DR, ANN ARBOR, MI 48104",0,3,2,2274,0.563,42.277941724782,-83.709065511093
NA,2024-06-02,"1230 OLIVIA AV, Ann Arbor, MI 48104",2,1,1,2040,0.147,42.266523411069,-83.73146396424
212500,2024-06-01,"3250 OLDE HICKORY PL, Ann Arbor, MI 48103",3,2,0,1556,NA,42.251997084557,-83.695496195995
NA,2024-05-31,"845 E UNIVERSITY AVE, ANN ARBOR, MI 48103",3,1,0,1352,0.07,42.271234841138,-83.735627814509
NA,2024-05-31,"845 E UNIVERSITY AVE, ANN ARBOR, MI 48103",3,1,0,1352,0.07,42.271234841138,-83.735627814509
100,2024-05-31,"2219 S MAIN ST, ANN ARBOR, MI 48103",2,2,0,1086,NA,42.253762119258,-83.749913459813
435000,2024-05-31,"2115 NATURE COVE CT 309, Ann Arbor, MI 48104",2,2,0,1800,NA,42.257714823606,-83.716928805985
1,2024-05-31,"1463 CRAWFORD LN, ANN ARBOR, MI 48105",5,1,2,2663,0.275,42.294696577844,-83.68940576236
4e+05,2024-05-31,"3483 LA SALLE DR, Ann Arbor, MI 48108",0,1,1,1624,0.359,42.23856938723,-83.695687056265
634000,2024-05-31,"2227 YORKTOWN DR, ANN ARBOR, MI 48105",4,1,1,2063,0.21,42.307162248992,-83.698241005201
100,2024-05-31,"536 N MAIN ST, Ann Arbor, MI 48104",3,2,0,1776,0.1,42.28547284975,-83.74819491305
2077000,2024-05-31,"940 PINE TREE DR, ANN ARBOR, MI 48103",0,0,0,NA,0.161,42.290086031778,-83.767277562428
2077000,2024-05-31,"941 NEWPORT RD, ANN ARBOR, MI 48103",4,2,1,3354,1.5,42.290068019923,-83.765698831063
100,2024-05-31,"385 LAKE PARK LN, ANN ARBOR, MI 48103",3,1,0,1170,0.2,42.280104022537,-83.794404401853
NA,2024-05-31,"1509 WARWICK CT, Ann Arbor, MI 48103",3,1,1,1881,0.168,42.26083285099,-83.775603997304
1125000,2024-05-31,"428 S MAIN ST, Ann Arbor, MI 48104",0,3,1,2352,NA,42.276936816723,-83.748802787884
385000,2024-05-31,"2788 BARCLAY WAY, ANN ARBOR, MI 48105",2,2,1,1623,NA,42.319896564551,-83.704322353845
407500,2024-05-31,"3130 ASHER RD, Ann Arbor, MI 48104",2,2,1,1704,NA,42.258585980326,-83.697547126035
402500,2024-05-31,"1227 BROADWAY ST UNIT 6, ANN ARBOR, MI 48105",2,1,1,910,NA,42.291022606008,-83.735795591607
1060000,2024-05-31,"620 PINE CIR, ANN ARBOR, MI 48105",5,4,0,3228,NA,NA,NA
320000,2024-05-31,"116 W OAKBROOK DR, Ann Arbor, MI 48103",2,2,0,1250,NA,42.250067101937,-83.75613291679
1,2024-05-31,"216 N FIFTH AV, Ann Arbor, MI 48104",2,2,0,1558,0.084,42.282470539702,-83.745852775563
250000,2024-05-31,"2152 STONE SCHOOL CIR, Ann Arbor, MI 48108",0,2,0,1172,NA,42.234162488352,-83.719593259413
1,2024-05-30,"807 ASA GRAY DR #304, ANN ARBOR, MI 48105",2,2,0,1434,NA,42.285640392525,-83.703845018105
379000,2024-05-30,"887 GREENHILLS DR, ANN ARBOR, MI 48105",4,1,2,2063,NA,NA,NA
1162238,2024-05-30,"513 CONCORD PINES DR, ANN ARBOR, MI 48105",0,3,0,3400,NA,NA,NA
620000,2024-05-30,"2861 BRIARCLIFF ST, ANN ARBOR, MI 48105",4,1,2,1995,0.165,42.30500569108,-83.705358199495
1,2024-05-30,"519 W KEECH AV, Ann Arbor, MI 48103",4,1,3,2432,0.133,42.26742251046,-83.753079664716
1,2024-05-30,"600 ELMCREST DR, ANN ARBOR, MI 48103",4,2,0,1398,0.134,42.290801625139,-83.755119285296
1,2024-05-30,"519 W KEECH AV, Ann Arbor, MI 48103",4,1,3,2432,0.133,42.26742251046,-83.753079664716
NA,2024-05-30,"807 ASA GRAY DR #208, ANN ARBOR, MI 48105",2,2,0,1524,NA,42.285640392525,-83.703845018105
190000,2024-05-30,"3432 EDGEWOOD DR, Ann Arbor, MI 48104",1,1,0,614,NA,42.251287983428,-83.692792548951
479400,2024-05-30,"3223 DUNWOODIE RD, ANN ARBOR, MI 48105",4,2,1,1860,0.126,42.320384865337,-83.697566379599
4e+05,2024-05-30,"636 LOUISE DR, ANN ARBOR, MI 48103",4,1,1,1194,0.165,42.289548785585,-83.782563687107
780000,2024-05-30,"1580 MEADOWSIDE DR, Ann Arbor, MI 48104",4,2,1,3242,0.311,42.261530960461,-83.687560431767
805000,2024-05-30,"315 SECOND ST 410, Ann Arbor, MI 48103",0,2,0,1577,NA,NA,NA
425000,2024-05-30,"3193 ASHER RD, Ann Arbor, MI 48104",0,2,1,2172,NA,42.258933073706,-83.697227758735
1,2024-05-29,"2416 ESSEX RD, Ann Arbor, MI 48104",3,2,0,1385,0.241,42.252874344984,-83.714505213045
225000,2024-05-29,"2403 PITTSFIELD BLV, Ann Arbor, MI 48104",2,1,0,695,NA,42.25226941551,-83.692785036675
1,2024-05-29,"700 BARCLAY CT, ANN ARBOR, MI 48105",3,2,1,2414,0.628,42.28503938037,-83.691330414538
249000,2024-05-29,"555 E WILLIAM ST 3C, Ann Arbor, MI 48104",1,1,0,596,NA,42.27791325969,-83.742537269955
10,2024-05-29,"686 GREENHILLS DR, ANN ARBOR, MI 48105",3,1,2,1468,NA,42.284090249701,-83.681476997287
431100,2024-05-29,"658 GREENHILLS DR, ANN ARBOR, MI 48105",3,1,2,1468,NA,42.284101022464,-83.681733480508
399000,2024-05-29,"615 MINER ST, ANN ARBOR, MI 48103",2,1,0,1096,0.211,42.286410896804,-83.755738164707
1,2024-05-29,"404 BARBER AVE, ANN ARBOR, MI 48103",0,0,0,NA,0.283,42.288147126467,-83.792364862353
NA,2024-05-29,"410 BARBER AVE, ANN ARBOR, MI 48103",0,0,0,NA,0.279,42.288178146488,-83.792342193875
NA,2024-05-29,"418 BARBER AVE, ANN ARBOR, MI 48103",2,1,0,1080,0.22,42.288219506517,-83.792311969238
NA,2024-05-29,"2605 LILLIAN RD, Ann Arbor, MI 48104",3,2,0,2062,0.179,42.249875809983,-83.686608013089
NA,2024-05-29,"2605 LILLIAN RD, Ann Arbor, MI 48104",3,2,0,2062,0.179,42.249875809983,-83.686608013089
783000,2024-05-29,"2507 GEDDES AVE, ANN ARBOR, MI 48104",4,1,1,2094,0.567,42.274142343812,-83.716076130689
277000,2024-05-29,"555 E WILLIAM ST 19I, Ann Arbor, MI 48104",1,1,0,596,NA,42.27791325969,-83.742537269955
292000,2024-05-29,"3184 BOLGOS CIR, ANN ARBOR, MI 48105",3,1,1,1401,NA,42.31265620484,-83.689122367313
100,2024-05-28,"2711 CRANBROOK RD, Ann Arbor, MI 48104",3,2,0,1284,0.231,42.248285407147,-83.705623956261
1,2024-05-28,"410 N FIRST ST 401, Ann Arbor, MI 48103",0,2,0,2233,NA,42.28405433139,-83.750717313518
310000,2024-05-28,"1725 FRANKLIN ST, ANN ARBOR, MI 48103",3,1,0,1318,0.165,42.296903976329,-83.778999896746
575000,2024-05-28,"3340 ROSEFORD BLVD, ANN ARBOR, MI 48105",0,1,0,2281,NA,42.322571346855,-83.710758115923
NA,2024-05-28,"3990 RIDGMAAR SQ, ANN ARBOR, MI 48105",3,2,1,1590,NA,42.285201569551,-83.682477045988
NA,2024-05-28,"2111 MELROSE AV, Ann Arbor, MI 48104",4,2,1,2274,0.325,42.268021444994,-83.71916343807
305000,2024-05-28,"689 WATERSEDGE DR, ANN ARBOR, MI 48105",2,1,1,1260,NA,42.283419521694,-83.696928447158
852000,2024-05-28,"802 ASA GRAY DR, ANN ARBOR, MI 48105",0,2,1,2503,NA,42.285844783571,-83.703701917569
NA,2024-05-28,"533 GALEN CIR, Ann Arbor, MI 48103",2,1,1,1693,NA,42.248294840788,-83.755195212891
852500,2024-05-28,"2755 GLADSTONE AV, Ann Arbor, MI 48104",3,2,1,2507,0.234,42.248964311765,-83.718094224747
560000,2024-05-28,"2747 BRISTOL RIDGE DR, ANN ARBOR, MI 48105",3,4,1,1810,NA,NA,NA
382000,2024-05-28,"809 MT PLEASANT AV, Ann Arbor, MI 48103",3,1,0,936,0.262,42.271486509093,-83.760972485043
NA,2024-05-28,"1565 CRESTLAND DR, Ann Arbor, MI 48104",3,2,1,2045,0.252,42.256045668119,-83.725622835046
283500,2024-05-28,"2640 EASY ST, Ann Arbor, MI 48104",3,1,0,1032,0.238,42.248943712345,-83.708468860292
775000,2024-05-28,"3206 BRACKLEY DR, ANN ARBOR, MI 48105",3,2,1,2663,NA,42.319534658283,-83.710079689529
NA,2024-05-24,"505 E HURON ST 604, Ann Arbor, MI 48104",2,2,0,1373,NA,42.281300571757,-83.742817921657
1,2024-05-24,"712 MADISON PL, Ann Arbor, MI 48103",4,1,0,1288,0.129,42.272607722411,-83.75969736738
1,2024-05-24,"2915 N KNIGHTSBRIDGE CIR, ANN ARBOR, MI 48105",2,3,0,1401,NA,42.314804016508,-83.733670384162
470000,2024-05-24,"271 SUNSET RD, ANN ARBOR, MI 48103",3,1,0,1170,0.17,42.291228953517,-83.748931389111
180000,2024-05-24,"2150 PAULINE BLV 303, Ann Arbor, MI 48103",2,2,0,1173,NA,42.26663203637,-83.776709040527
549900,2024-05-24,"2757 BRISTOL RIDGE DR, ANN ARBOR, MI 48105",3,4,1,1869,NA,NA,NA
NA,2024-05-24,"385 LAKE PARK LN, ANN ARBOR, MI 48103",3,1,0,1170,0.2,42.280104022537,-83.794404401853
429900,2024-05-24,"2072 LIBERTY HEIGHTS, Ann Arbor, MI 48103",3,2,1,1747,NA,NA,NA
1,2024-05-24,"3 KEPPLER CT, Ann Arbor, MI 48103",3,1,0,1248,0.09,42.277244070398,-83.758435766949
439900,2024-05-24,"2915 N KNIGHTSBRIDGE CIR, ANN ARBOR, MI 48105",2,3,0,1401,NA,42.314804016508,-83.733670384162
475000,2024-05-24,"2559 W TOWNE ST, ANN ARBOR, MI 48103",3,3,1,1852,NA,42.274795618739,-83.78203125467
475000,2024-05-24,"2011 WASHTENAW AV, Ann Arbor, MI 48104",0,0,0,NA,0.51,42.26740034522,-83.721521943887
NA,2024-05-23,"555 E WILLIAM ST 5B, Ann Arbor, MI 48104",0,1,0,395,NA,42.27791325969,-83.742537269955
1,2024-05-23,"500 W KEECH AV, Ann Arbor, MI 48103",3,2,1,2184,0.138,42.267547670814,-83.752748534739
209200,2024-05-23,"592 S SEVENTH ST, Ann Arbor, MI 48103",2,1,2,1047,NA,42.27374286674,-83.758495609166
216000,2024-05-23,"555 E WILLIAM ST 5B, Ann Arbor, MI 48104",0,1,0,395,NA,42.27791325969,-83.742537269955
80000,2024-05-23,"225 S WAGNER RD, ANN ARBOR, MI 48103",0,0,0,NA,0.138,42.282719062447,-83.799343165313
80000,2024-05-23,"235 S WAGNER RD, ANN ARBOR, MI 48103",0,0,0,NA,0.138,42.282283598752,-83.799329918074
165000,2024-05-23,"2962 ST AUBIN AV, Ann Arbor, MI 48108",0,1,0,1040,0.2,42.244695046305,-83.702166892884
1202000,2024-05-23,"3860 WALDENWOOD DR, ANN ARBOR, MI 48105",4,3,1,2271,0.415,42.283294961395,-83.687969612601
1550000,2024-05-23,"1522 GRANGER AV, Ann Arbor, MI 48104",5,3,0,2451,0.152,42.264454064085,-83.729202883928
752300,2024-05-23,"1518 LINWOOD AV, Ann Arbor, MI 48103",3,2,0,1554,0.132,42.284022870864,-83.765835853188
NA,2024-05-23,"3406 BURBANK DR, ANN ARBOR, MI 48105",2,1,2,1280,NA,42.315232041249,-83.690540842802
NA,2024-05-22,"1620 WOODCREEK BLV, Ann Arbor, MI 48104",3,2,1,3327,0.273,42.261032346715,-83.690057320417
410000,2024-05-22,"1279 HARPST ST, Ann Arbor, MI 48104",4,1,0,1200,0.27,42.25604814324,-83.731645065248
920000,2024-05-22,"3322 ROSEFORD BLVD, ANN ARBOR, MI 48105",0,1,0,2685,NA,42.322758226302,-83.711063591291
692495,2024-05-22,"3253 BRACKLEY DR, ANN ARBOR, MI 48105",0,1,0,2207,NA,42.319115666631,-83.708704254168
1,2024-05-22,"3025 BROCKMAN BLV, Ann Arbor, MI 48104",3,1,1,1510,0.273,42.258330698338,-83.724775653957
540000,2024-05-22,"505 E HURON ST 308, Ann Arbor, MI 48104",2,2,0,1031,NA,42.281300571757,-83.742817921657
300500,2024-05-22,"555 E WILLIAM ST 15J, Ann Arbor, MI 48104",1,1,0,596,NA,42.27791325969,-83.742537269955
NA,2024-05-22,"1316 IROQUOIS PL, Ann Arbor, MI 48104",0,2,2,3140,0.187,42.259681922595,-83.733335273862
391000,2024-05-22,"101 TULIP TREE CT, Ann Arbor, MI 48103",2,2,1,1044,NA,42.282007109509,-83.765125119685
737500,2024-05-22,"295 MULHOLLAND AV, Ann Arbor, MI 48103",2,2,1,1526,NA,42.278847675483,-83.757281604283
1,2024-05-21,"2065 NORFOLK AV, Ann Arbor, MI 48103",3,1,0,1040,0.201,42.265788260988,-83.773220818294
1,2024-05-21,"813 CENTER DR, ANN ARBOR, MI 48103",4,1,1,1428,0.165,42.291545104469,-83.78495963068
198000,2024-05-21,"3128 OAKWOOD ST, Ann Arbor, MI 48104",2,2,0,1138,0.212,42.249558938133,-83.69804920853
962431,2024-05-21,"592 CONCORD PINES DR, ANN ARBOR, MI 48105",0,2,1,3199,NA,NA,NA
555000,2024-05-21,"2317 YORKSHIRE RD, Ann Arbor, MI 48104",4,2,0,1305,0.175,42.254046774674,-83.711660957205
1,2024-05-21,"2119 WOODSIDE RD, Ann Arbor, MI 48104",4,2,1,2618,0.273,42.264971944472,-83.720770817798
1,2024-05-21,"315 SECOND ST 212, Ann Arbor, MI 48103",2,2,0,1203,NA,NA,NA
627000,2024-05-21,"2325 DUNDEE DR, Ann Arbor, MI 48103",4,2,1,2000,0.243,42.252773841586,-83.768588957459
223000,2024-05-21,"3519 CAROLYN ST, Ann Arbor, MI 48104",2,1,0,703,NA,42.252314289985,-83.690773365526
920612,2024-05-21,"505 CONCORD PINES DR, ANN ARBOR, MI 48105",3,2,0,2322,NA,NA,NA
1,2024-05-20,"2310 PINECREST AV, Ann Arbor, MI 48104",0,1,0,1078,0.276,42.25366378363,-83.689933811062
364478,2024-05-20,"220 W OAKBROOK DR, Ann Arbor, MI 48103",2,2,1,1250,NA,42.249100377767,-83.756423238482
NA,2024-05-20,"688 LIBERTY POINTE DR, ANN ARBOR, MI 48103",3,2,1,1450,NA,42.272791464311,-83.786373832678
369900,2024-05-20,"2762 BARCLAY WAY, ANN ARBOR, MI 48105",2,2,1,1148,NA,42.319921803949,-83.704629322256
NA,2024-05-20,"2936 CORSTON RD, ANN ARBOR, MI 48105",0,1,0,1980,NA,42.314673628944,-83.709977629149
NA,2024-05-20,"1488 WOODLAND DR, Ann Arbor, MI 48103",3,1,0,1096,0.165,42.262369030757,-83.760578910273
301000,2024-05-20,"3064 BOLGOS CIR, ANN ARBOR, MI 48105",3,1,2,1280,NA,42.312061922626,-83.690830605817
100,2024-05-20,"1818 CHANDLER RD, ANN ARBOR, MI 48105",2,2,0,1060,0.204,42.299450635786,-83.737426179324
310000,2024-05-20,"3276 ALPINE DR, Ann Arbor, MI 48108",2,1,2,1280,NA,42.244332976983,-83.72867063458
NA,2024-05-20,"2100 S CIRCLE DR, ANN ARBOR, MI 48103",3,2,0,1320,0.195,42.291553164595,-83.776012912342
3e+05,2024-05-17,"2951 KIMBERLEY RD, Ann Arbor, MI 48104",3,1,0,1548,0.439,42.245871084512,-83.716209593621
3e+05,2024-05-17,"2941 KIMBERLEY RD, Ann Arbor, MI 48104",3,1,0,1548,0.439,42.246023162556,-83.716198222945
3e+05,2024-05-17,"2931 KIMBERLEY RD, Ann Arbor, MI 48104",3,1,0,1548,0.439,42.246174931939,-83.716196498279
NA,2024-05-17,"1104 BROOKLYN AV, Ann Arbor, MI 48104",4,1,0,1512,0.106,42.263513480437,-83.736048414398
NA,2024-05-17,"1104 BROOKLYN AV, Ann Arbor, MI 48104",4,1,0,1512,0.106,42.263513480437,-83.736048414398
NA,2024-05-17,"1104 BROOKLYN AV, Ann Arbor, MI 48104",4,1,0,1512,0.106,42.263513480437,-83.736048414398
NA,2024-05-17,"1104 BROOKLYN AV, Ann Arbor, MI 48104",4,1,0,1512,0.106,42.263513480437,-83.736048414398
100,2024-05-17,"514 W MADISON ST, Ann Arbor, MI 48103",3,2,0,2096,0.2,42.274053767496,-83.753740432693
1,2024-05-17,"829 MILLER AV, Ann Arbor, MI 48103",2,2,0,1372,0.091,42.285966166644,-83.758233237762
739995,2024-05-17,"2932 CORSTON RD, ANN ARBOR, MI 48105",0,1,0,1980,NA,42.314630727607,-83.709843562513
NA,2024-05-17,"609 OSWEGO ST, ANN ARBOR, MI 48104",4,1,0,1996,0.164,42.274365260655,-83.723194293323
NA,2024-05-17,"2130 DORSET RD, Ann Arbor, MI 48104",2,2,1,3280,0.26,42.272426772781,-83.72145939347
NA,2024-05-17,"2130 DORSET RD, Ann Arbor, MI 48104",2,2,1,3280,0.26,42.272426772781,-83.72145939347
680000,2024-05-17,"3334 ROSEFORD BLVD, ANN ARBOR, MI 48105",0,1,0,2600,NA,42.32263447706,-83.710856129382
455000,2024-05-17,"2024 SUFFOLK AV, Ann Arbor, MI 48103",3,2,0,1014,0.175,42.266725952296,-83.772162202861
596000,2024-05-17,"119 VIRGINIA AV, Ann Arbor, MI 48103",3,1,1,1416,0.126,42.281515046081,-83.767593425309
162746,2024-05-17,"2317 PACKARD ST B202, Ann Arbor, MI 48104",1,1,0,625,NA,42.253602535022,-83.724635278731
467500,2024-05-17,"1904 JACKSON AV, Ann Arbor, MI 48103",4,2,0,2360,0.149,42.281348468504,-83.771373231031
780000,2024-05-17,"3651 WALDENWOOD DR, ANN ARBOR, MI 48105",3,1,2,2387,0.301,42.287097741408,-83.684311261469
NA,2024-05-17,"716 GREENHILLS DR, Ann Arbor, MI 48105",2,3,1,1396,NA,NA,NA
440000,2024-05-17,"716 GREENHILLS DR, Ann Arbor, MI 48105",2,3,1,1396,NA,NA,NA
245000,2024-05-17,"7 W EDEN CT, Ann Arbor, MI 48108",4,1,0,1008,0.257,42.234059001276,-83.712397521665
335000,2024-05-17,"3002 BOLGOS CIR, ANN ARBOR, MI 48105",2,1,2,1280,NA,42.312633443626,-83.691740567493
100,2024-05-17,"2703 BARCLAY WAY, ANN ARBOR, MI 48105",2,2,1,1148,NA,42.320051713851,-83.70479908552
725000,2024-05-17,"1620 MARIAN AV, Ann Arbor, MI 48103",4,2,0,1949,0.165,42.261081379412,-83.762752029292
730900,2024-05-17,"828 DARTMOOR RD, Ann Arbor, MI 48103",4,2,1,2168,0.231,42.273074254656,-83.773557815154
305000,2024-05-17,"2741 WINTHROP CT, Ann Arbor, MI 48104",2,1,1,952,NA,42.246356113305,-83.727224164458
1235133,2024-05-17,"615 PINE CIR, ANN ARBOR, MI 48105",0,1,0,3448,NA,NA,NA
417000,2024-05-17,"3034 BARCLAY WAY, ANN ARBOR, MI 48105",3,2,1,1416,NA,42.319962026735,-83.701570265572
NA,2024-05-17,"4 TROWBRIDGE CT, Ann Arbor, MI 48108",4,1,0,864,0.2,42.23600086212,-83.712997102613
NA,2024-05-16,"908 SPRING ST, ANN ARBOR, MI 48103",2,1,0,1112,0.165,42.290253962138,-83.752477356266
540000,2024-05-16,"908 SPRING ST, ANN ARBOR, MI 48103",2,1,0,1112,0.165,42.290253962138,-83.752477356266
NA,2024-05-16,"431 FOURTH ST, Ann Arbor, MI 48103",5,2,0,2112,0.2,42.277355080065,-83.754730480599
100,2024-05-16,"681 LIBERTY POINTE DR, ANN ARBOR, MI 48103",3,2,1,1378,NA,42.273043966157,-83.786148649529
1100000,2024-05-16,"2203 MELROSE AV, Ann Arbor, MI 48104",4,2,2,2972,0.466,42.266429646315,-83.715465212791
219000,2024-05-16,"555 E WILLIAM ST 12H, Ann Arbor, MI 48104",0,1,0,383,NA,42.27791325969,-83.742537269955
NA,2024-05-16,"2335 HILL ST, ANN ARBOR, MI 48104",3,2,1,2094,0.312,42.273508754038,-83.717970223673
100,2024-05-16,"588 TREGO CIR, ANN ARBOR, MI 48103",1,2,0,1692,0.243,42.274703494141,-83.789506884235
1,2024-05-16,"3064 SPRINGBROOK AV, Ann Arbor, MI 48108",3,3,0,1570,0.364,42.243973254713,-83.702587045467
899000,2024-05-16,"3316 ROSEFORD BLVD, ANN ARBOR, MI 48105",0,1,0,2689,NA,42.322822298533,-83.711167449894
NA,2024-05-16,"1187 WENDY RD, ANN ARBOR, MI 48103",3,1,1,1080,0.185,42.290343855659,-83.760752126674
1,2024-05-16,"828 EDGEWOOD PL, Ann Arbor, MI 48103",4,1,0,1690,0.196,42.271101069076,-83.754459557414
1225000,2024-05-16,"3212 W DOBSON PL, ANN ARBOR, MI 48105",4,3,2,3781,0.455,42.290241573083,-83.700035585563
1,2024-05-15,"1858 UPLAND DR, ANN ARBOR, MI 48105",4,3,0,2150,0.253,42.300046759627,-83.720457303043
840000,2024-05-15,"1968 BOULDER DR, Ann Arbor, MI 48104",0,1,2,1849,NA,42.26050931647,-83.694764288858
1,2024-05-15,"2970 VERLE AV, Ann Arbor, MI 48108",3,1,1,980,0.202,42.238572286592,-83.70140029234
1,2024-05-15,"2970 VERLE AV, Ann Arbor, MI 48108",3,1,1,980,0.202,42.238572286592,-83.70140029234
1,2024-05-15,"2792 PAGE AV, Ann Arbor, MI 48104",3,2,1,1318,NA,42.249049366343,-83.724543994798
NA,2024-05-15,"1511 WELLS ST, Ann Arbor, MI 48104",4,1,1,2019,0.1,42.267021851847,-83.729539443097
701500,2024-05-15,"1512 RIVERWOOD DR, ANN ARBOR, MI 48103",4,2,1,2474,0.212,42.301214586122,-83.766257220746
549995,2024-05-15,"3338 ROSEFORD BLVD, ANN ARBOR, MI 48105",0,1,0,2246,NA,42.322593034716,-83.710791481854
3e+05,2024-05-15,"798 PENINSULA CT, ANN ARBOR, MI 48105",2,1,1,1152,NA,42.283221882934,-83.699498829918
5e+05,2024-05-15,"715 WESLEY ST, ANN ARBOR, MI 48103",2,1,0,1008,0.139,42.287489879918,-83.76354982121
799900,2024-05-15,"1858 UPLAND DR, ANN ARBOR, MI 48105",0,1,0,2150,0.253,42.300046759627,-83.720457303043
445000,2024-05-15,"2520 W LIBERTY ST, ANN ARBOR, MI 48103",0,3,1,1895,NA,42.273778146502,-83.778863754905
150000,2024-05-15,"1400 BROADWAY ST, ANN ARBOR, MI 48105",2,1,0,871,0.162,42.292314876231,-83.73304921935
556000,2024-05-15,"3148 FALCON CT, ANN ARBOR, MI 48105",4,1,2,1817,0.455,42.320814568262,-83.718089990779
NA,2024-05-14,"1020 S FOREST AV, Ann Arbor, MI 48104",6,2,0,1176,0.074,42.269460460761,-83.733194400412
100,2024-05-14,"906 WILLOW ST, Ann Arbor, MI 48103",3,2,0,1378,0.081,42.284146453916,-83.759062243106
100,2024-05-14,"2978 HAVRE ST, ANN ARBOR, MI 48105",2,2,0,1681,NA,42.312509296169,-83.73546662118
NA,2024-05-14,"3176 ASHER RD, Ann Arbor, MI 48104",0,2,1,2179,NA,42.258941710265,-83.696260245287
414900,2024-05-14,"3176 ASHER RD, Ann Arbor, MI 48104",0,2,1,2179,NA,42.258941710265,-83.696260245287
100,2024-05-14,"107 HIGHLAKE AVE, ANN ARBOR, MI 48103",4,1,1,1400,0.22,42.282469899625,-83.788046169693
185000,2024-05-14,"555 E WILLIAM ST 5F, Ann Arbor, MI 48104",1,1,0,430,NA,42.27791325969,-83.742537269955
732000,2024-05-14,"506 EBERWHITE BLV, Ann Arbor, MI 48103",3,2,0,1508,0.138,42.275480292322,-83.76159828113
265000,2024-05-14,"555 E WILLIAM ST 9C, Ann Arbor, MI 48104",1,1,0,596,NA,42.27791325969,-83.742537269955
100,2024-05-14,"425 HILLDALE DR, ANN ARBOR, MI 48105",4,2,1,2262,0.365,42.302702336523,-83.738395226246
NA,2024-05-14,"1020 S FOREST AV, Ann Arbor, MI 48104",6,2,0,1176,0.074,42.269460460761,-83.733194400412
NA,2024-05-14,"133 HILL ST, Ann Arbor, MI 48104",18,9,0,5911,0.2,42.271748619178,-83.74826327988
490000,2024-05-14,"710 S FIRST ST, Ann Arbor, MI 48103",2,1,0,1144,0.085,42.272641553077,-83.751415628888
250000,2024-05-14,"4 TROWBRIDGE CT, Ann Arbor, MI 48108",4,1,0,864,0.2,42.23600086212,-83.712997102613
9500000,2024-05-13,"3469 PLYMOUTH RD, ANN ARBOR, MI 48105",0,2,0,1379,NA,42.304490573567,-83.695025816118
9500000,2024-05-13,"3467 PLYMOUTH RD, ANN ARBOR, MI 48105",0,2,0,1379,NA,42.304487640539,-83.695036469097
9500000,2024-05-13,"3465 PLYMOUTH RD, ANN ARBOR, MI 48105",0,2,0,1379,NA,42.304484707511,-83.695047122077
9500000,2024-05-13,"3463 PLYMOUTH RD, ANN ARBOR, MI 48105",0,2,0,1379,NA,42.304481774484,-83.695057775056
